ሰላማዊ	ሰላ+ማዊ
ዝተፃረየ	ዝ+ተፃረየ
ዝተጣላለፈ	ዝ+ተጣላለፈ
ዝተማራዐው	ዝ+ተማራዐው
ኪዳን	ኪ+ዳን
ተረኛ	ተረ+ኛ
ንእሸተቶይ	ን+እሸተቶይ
ለይቲ	ለይ+ቲ
ምሽት	ምሽ+ት
ዋርድያ	ዋርድ+ያ
ትሸዓንተ	ት+ሸዓንተ
ኣይኾነን	ኣይ+ኾነ+ን
ዘላን	ዘ+ላን
እተው	እ+ተው
ሰሜናዊ	ሰሜ+ናዊ
ዝፈቱ	ዝ+ፈቱ
ኣይኮንን	ኣይ+ኮን+ን
ኣብዝኾነ	ኣብ+ዝኾነ
ዝጎድእ	ዝ+ጎድእ
ዝባን	ዝ+ባን
ጥራዩ	ጥራ+ዩ
ዝገዘዘ	ዝ+ገዘዘ
ዝደንዘዘ	ዝ+ደንዘዘ
ፈላሲት	ፈላሲ+ት
ነናይፈላሲት	ነናይፈላሲ+ት
አፅቢዩ	አፅቢ+ዩ
አኦም	አኦ+ም
ዝርከብ	ዝ+ርከብ
ሓውልቲ	ሓውል+ቲ
ዝድህሰስን	ዝ+ድህሰስ+ን
ዝርአን	ዝ+ርአ+ን
ዝኽበር	ዝ+ኽበር
አሳሒት	አሳሒ+ት
ብሓለፎ	ብ+ሓለፎ
ፅንቀፋት	ፅንቀ+ፋት
ጊዚኡ	ጊዚ+ኡ
ጥቅምቲ	ጥቅም+ቲ
ነጋሪት	ነጋሪ+ት
በዓልቴት	በዓልቴ+ት
ኣረጊት	ኣረጊ+ት
ኣቕርዩ	ኣቕር+ዩ
ተመልካቲ	ተመልካ+ቲ
ንግባር	ን+ግባር
አእቲዩ	አእቲ+ዩ
ዝመምችው	ዝ+መምችው
ብግልፂ	ብ+ግልፂ
ኣብስራህ	ኣብ+ስራህ
ዝስማዕማዕ	ዝ+ስማዕማዕ
ብቕል	ብ+ቕል
ከምዝተለመደ	ከም+ዝተለመደ
ካብሰብ	ካብ+ሰብ
ዝተፈለየ	ዝ+ተፈለየ
ዝሓለፎ	ዝ+ሓለፎ
ሕሙም	ሕሙ+ም
ግፁም	ግፁ+ም
ላዕላዩ	ላዕላ+ዩ
ካቦት	ካቦ+ት
ካብልከዕ	ካብ+ልከዕ
ካብልከክ	ካብ+ልከክ
ብራይ	ብ+ራይ
ናብዙይ	ናብ+ዙይ
ዝፈቲ	ዝ+ፈቲ
ፖኬት	ፖኬ+ት
ንኡሽተይ	ን+ኡሽተይ
ሕፃናት	ሕፃ+ናት
ኣረማዊ	ኣረ+ማዊ
ውግኣት	ውግ+ኣት
ዝዕግስሥራ	ዝ+ዕግስሥራ
ዘላዎ	ዘላ+ዎ
ቤተመንግሰት	ቤተመንግሰ+ት
ዝደብዘዘ	ዝ+ደብዘዘ
ዝፃዕደወ	ዝ+ፃዕደወ
ምብርዓን	ምብር+ዓን
አጉሻፅና	አጉሻፅ+ና
ዝርአ	ዝ+ርአ
ትርትር	ት+ርትር
ንኢሸተይ	ን+ኢሸተይ
ጠጣፊያ	ጠጣፊ+ያ
ንክፍኣት	ን+ክፍ+ኣት
መስኮት	መስኮ+ት
ሃንደበታዊ	ሃንደበ+ታዊ
አቀማምጣትዕጥንት	አቀማምጣትዕጥን+ት
ትንፋሱ	ት+ንፋሱ
ብጣዕአሚለ	ብ+ጣዕአሚለ
ደሰልኛታቲ	ደሰልኛታ+ቲ
ገነት	ገነ+ት
ዝጋጨ	ዝ+ጋጨ
ዝመሰል	ዝ+መሰል
ንጉኒ	ን+ጉኒ
እንክድንዝዝ	እ+ንክድንዝዝ
ኣድላዩ	ኣድላ+ዩ
ዝተነግረ	ዝ+ተነግረ
ብሓፂር	ብ+ሓፂር
ፅግዕተኛ	ፅግዕተ+ኛ
ነፍሳት	ነፍ+ሳት
ትቑሉል	ት+ቑሉል
ዝድቐ	ዝ+ድቐ
ብራና	ብ+ራና
ስድራቤት	ስድራቤ+ት
ወላድነት	ወላድ+ነት
እብሰባ	እ+ብሰባ
በቀቀን	በቀቀ+ን
ንምምላስ	ን+ምምላስ
ምፍን	ምፍ+ን
ቆንቋና	ቆንቋ+ና
ስስዕነት	ስስዕ+ነት
ከካህን	ከካህ+ን
ብፅሒት	ብ+ፅሒ+ት
አዳሊዩ	አዳሊ+ዩ
ብክፋል	ብ+ክፋል
ብትንቃቐ	ብ+ትንቃቐ
ብፍላይ	ብ+ፍላይ
ማሕበርተኛ	ማሕበርተ+ኛ
ሽርኪ	ሽር+ኪ
ፖርቲካ	ፖርቲ+ካ
ፋሲካ	ፋሲ+ካ
ተራኢዩ	ተራኢ+ዩ
ገጊዜያዊ	ገጊዜ+ያዊ
ተኣዛዝነት	ተኣዛዝ+ነት
ጥንቲ	ጥን+ቲ
ቀደም	ቀደ+ም
ዝተረፈ	ዝ+ተረፈ
ዝሃለፈ	ዝ+ሃለፈ
ካህን	ካህ+ን
መንፈሳዊ	መንፈ+ሳዊ
ዝተማለአ	ዝ+ተማለአ
ኣባዊ	ኣ+ባዊ
ኣቦኻን	ኣቦ+ኻን
ሃዝን	ሃዝ+ን
ትዕግስቲ	ት+ዕግስ+ቲ
ትዕግስተኛ	ት+ዕግስተ+ኛ
ጫክን	ጫክ+ን
ዝወረሶ	ዝ+ወረሶ
ሃርበኛ	ሃርበ+ኛ
ፈታዊ	ፈ+ታዊ
ዝተነፀፈ	ዝ+ተነፀፈ
አኣስፋልት	አኣስፋል+ት
ኩዕት	ኩዕ+ት
ዝኽፈለሉ	ዝ+ኽፈለሉ
መሃያ	መሃ+ያ
ክፍሊት	ክፍሊ+ት
ሠላም	ሠላ+ም
ዓፅዩ	ዓፅ+ዩ
ገበነኛታት	ገበነኛ+ታት
ቕፅዓት	ቕፅ+ዓት
እርሳስ	እ+ርሳስ
ይፅናህ	ይ+ፅናህ
ዝተብሃለ	ዝ+ተብሃለ
ጥሒስካ	ጥሒስ+ካ
ሓይሊበጥልቀት	ሓይሊበጥልቀ+ት
ስለስተ	ስለ+ስተ
ንፁህ	ን+ፁህ
ማእዘን	ማእዘ+ን
ኣብመወደእትኡ	ኣብ+መወደእት+ኡ
ንቕሓት	ን+ቕ+ሓት
ብ--ኢድ	ብ+--ኢድ
ካብሚኢቲከመቶ	ካብ+ሚኢቲከመቶ
ዝተፃሬ	ዝ+ተፃሬ
ከምዕድል	ከም+ዕድል
ብኣጋጣሚ	ብ+ኣጋጣሚ
ካብዓመትናብ	ካብ+ዓመትናብ
ትኽኽል	ት+ኽኽል
ቕልጥፍና	ቕልጥፍ+ና
ተፃዋቲ	ተፃዋ+ቲ
ዘበን	ዘበ+ን
ብብእዋኑ	ብ+ብእዋኑ
ተወዲኡ	ተወዲ+ኡ
ዝበላሾ	ዝ+በላሾ
ብሓሶት	ብ+ሓሶ+ት
ብባእለዝተኣማመን	ብ+ባእለዝተኣማመ+ን
ንነዊሕ	ን+ነዊሕ
ንኹሉ	ን+ኹሉ
ዝመጥጥ	ዝ+መጥጥ
ዝላሕለሐ	ዝ+ላሕለሐ
አለዋዊጥካ	አለዋዊጥ+ካ
ዝወርድቀጥ	ዝ+ወርድቀጥ
ኣቐዩ	ኣቐ+ዩ
ምስቓይ	ምስ+ቓይ
ንድሕሪት	ን+ድሕሪ+ት
ወይም	ወይ+ም
መልከዐኛ	መልከዐ+ኛ
መንነት	መን+ነት
ስብእና	ስብእ+ና
ስራሕተኛታት	ስራሕተኛ+ታት
ለልቦና	ለልቦ+ና
ኣራዳዲኡ	ኣራዳዲ+ኡ
ከምንብረትምኳን	ከም+ንብረትም+ኳን
ሞላኡ	ሞላ+ኡ
አበላሽዩ	አበላሽ+ዩ
ዝለመደ	ዝ+ለመደ
መመልከቲ	መመልከ+ቲ
ጥርዓን	ጥር+ዓን
ንእሽተየይማይረባ	ን+እሽተየይማይረባ
ንቅንጣምንጢ	ን+ቅንጣምንጢ
ዝተትሓዘ	ዝ+ተትሓዘ
ሰልዲለጥቃቅን	ሰልዲለጥቃቅ+ን
ዝቕምም	ዝ+ቕም+ም
መድሃኒት	መድሃኒ+ት
እብየት	እ+ብየ+ት
ቋንቋታት	ቋንቋ+ታት
ምፍልሳም	ምፍልሳ+ም
ስልኪ	ስል+ኪ
መፅናዕቲ	መፅናዕ+ቲ
ልሳን	ል+ሳን
ኣካላዊ	ኣካ+ላዊ
ሓሊም	ሓሊ+ም
ቕርፅን	ቕርፅ+ን
ናይመልክፅቕርፅን	ናይመልክፅቕርፅ+ን
ጠጥዕም	ጠጥዕ+ም
ፊልዩ	ፊል+ዩ
ብልኢ	ብ+ልኢ
ሒዝካ	ሒዝ+ካ
ስእላዊ	ስእ+ላዊ
ኣዐሪዩ	ኣዐሪ+ዩ
ብንእሸተይ	ብ+ንእሸተይ
ዘፅምም	ዘፅም+ም
ዝሰብርጆሮ	ዝ+ሰብርጆሮ
ወቅድስና	ወቅድስ+ና
ሃይማኖተኛ	ሃይማኖተ+ኛ
ቁንጣሚንቲነገራት	ቁንጣሚንቲነገ+ራት
ምስራቕ	ምስ+ራቕ
ምስላም	ምስ+ላም
ኪኒን	ኪኒ+ን
ዝተሀረፈ	ዝ+ተሀረፈ
ብሽክሌት	ብ+ሽክሌ+ት
ከክንውስን	ከክንውስ+ን
ወርቐት	ወርቐ+ት
ኩርንኩሪት	ኩርንኩሪ+ት
ኣሰርዎ	ኣሰር+ዎ
ብጨረፍታ	ብ+ጨረፍታ
ከፍዝበለብርኪ	ከፍዝበለብር+ኪ
ፈሊካ	ፈሊ+ካ
ምምልካት	ምምል+ካት
ቀዳምነት	ቀዳም+ነት
መተሸቀዳሚነት	መተሸቀዳሚ+ነት
ዝርፊ	ዝ+ርፊ
ተደፊኡ	ተደፊ+ኡ
ኣዋፂኡ	ኣዋፂ+ኡ
ዘሕዝን	ዘሕዝ+ን
መፃወድእንቅፋት	መፃወድእንቅ+ፋት
አረጋጊኡ	አረጋጊ+ኡ
ዝግባእ	ዝ+ግባእ
መዳሕንቲ	መዳሕን+ቲ
መዓት	መ+ዓት
ዝዛረብ	ዝ+ዛረብ
መልሃጊያ	መልሃጊ+ያ
ዝርጉህ	ዝ+ርጉህ
ጭፍራታት	ጭፍራ+ታት
ፋብሪካ	ፋብሪ+ካ
ድርጅት	ድርጅ+ት
ብእምኒ	ብ+እምኒ
ብሽኽላ	ብ+ሽኽላ
ዝተቐረበፀድ	ዝ+ተቐረበፀድ
ዝተቐብአ	ዝ+ተቐብአ
ዝተሓበፀ	ዝ+ተሓበፀ
ሚኢቲ	ሚኢ+ቲ
ዝኣዞ	ዝ+ኣዞ
ዘአምን	ዘአም+ን
ኣባጭዩ	ኣባጭ+ዩ
ግምት	ግም+ት
ንምርካብ	ን+ምርካብ
ኣጋጪዩ	ኣጋጪ+ዩ
መፃወቲ	መፃወ+ቲ
በዓም	በዓ+ም
ብርኩት	ብ+ርኩ+ት
ጉጠት	ጉጠ+ት
ንሓደር	ን+ሓደር
ነፃዩ	ነፃ+ዩ
ኮረንቲ	ኮረን+ቲ
ከክንቲት	ከክንቲ+ት
ሰራህተኛ	ሰራህተ+ኛ
ክንቲት	ክንቲ+ት
ዝተሠርሃ	ዝ+ተሠርሃ
ብልጫ	ብ+ልጫ
ካብ--ካሊእ	ካብ+--ካሊእ
ዝሓንቀቐ	ዝ+ሓንቀቐ
ዝተፈልፈልለ	ዝ+ተፈልፈልለ
ሓፂርን	ሓፂር+ን
ረጉድን	ረጉድ+ን
ብግጥሚ	ብ+ግጥሚ
ዝተፅሓፈ	ዝ+ተፅሓፈ
ቕንያት	ቕን+ያት
አዲኡ	አዲ+ኡ
ኣርኢዩ	ኣርኢ+ዩ
ብቕትታ	ብ+ቕትታ
ዝተደገነ	ዝ+ተደገነ
ዝበልሐ	ዝ+በልሐ
ዝጎተመ	ዝ+ጎተመ
ስነስርዓት	ስነስር+ዓት
ይከበር	ይ+ከበር
ነኻኺኡ	ነኻኺ+ኡ
አኣባጫዩ	አኣባጫ+ዩ
ሓፂን	ሓፂ+ን
ፅንዐይቲ	ፅንዐይ+ቲ
ፖሊሳት	ፖሊ+ሳት
ጠጣቢያ	ጠጣቢ+ያ
ፖለቲካ	ፖለቲ+ካ
ፖለቲካኛ	ፖለቲካ+ኛ
ኣረኣአያ	ኣረኣአ+ያ
አረኣኣያ	አረኣኣ+ያ
ኣረአእያ	ኣረአእ+ያ
ሰቤቲ	ሰቤ+ቲ
ዝኽእልብዙ	ዝ+ኽእልብዙ
ብብዙሓት	ብ+ብዙ+ሓት
ኣማልኽቲ	ኣማልኽ+ቲ
ረሮማን	ረሮ+ማን
ብጉሲጢትወቂዑ	ብ+ጉሲጢትወቂዑ
ኣዐረዩ	ኣዐረ+ዩ
ዘድክም	ዘድክ+ም
ኣብጀልባ	ኣብ+ጀልባ
ዝንሣፈፍበ	ዝ+ንሣፈፍበ
ምሲኪን	ምሲኪ+ን
ዝበዝሐ	ዝ+በዝሐ
ከምነገሩ	ከም+ነገሩ
ዝተዘርግሐ	ዝ+ተዘርግሐ
ተፈታውነት	ተፈታው+ነት
ንህዝቢ	ን+ህዝቢ
በብብዝሓት	በብብዝ+ሓት
ዝሰፈር	ዝ+ሰፈር
ኣትኩርካ	ኣትኩር+ካ
ተመሲጥካ	ተመሲጥ+ካ
ናይቑርበት	ናይቑርበ+ት
ገዓት	ገ+ዓት
ንእሽቴ	ን+እሽቴ
ብጥኺጽ	ብ+ጥኺጽ
ከኩነት	ከኩ+ነት
ንቓል	ን+ቓል
ስልጣንአከኳኋን	ስልጣንአከኳ+ኋን
ዝተለኽፈ	ዝ+ተለኽፈ
ገግዝኣት	ገግዝ+ኣት
ኣብኢዱ	ኣብ+ኢዱ
ዝቆፃፀር	ዝ+ቆፃፀር
ዝከኣል	ዝ+ከኣል
ምናልባት	ምናል+ባት
ስዕላዊ	ስዕ+ላዊ
ማህተም	ማህተ+ም
አኣስክሬን	አኣስክሬ+ን
ፖስታቤት	ፖስታቤ+ት
ዝውሰኽ	ዝ+ውሰኽ
ጥላሸት	ጥላሸ+ት
ንመስተ	ን+መስተ
ዝኌን	ዝ+ኌን
ዘተኣምምን	ዘተኣምም+ን
ዝኽአል	ዝ+ኽአል
ናብቱይ	ናብ+ቱይ
ከረጢት	ከረጢ+ት
ብንጣጢፅ	ብ+ንጣጢፅ
ንደርሆን	ን+ደርሆ+ን
እንቁላሊህን	እ+ንቁላሊህ+ን
ሥጋን	ሥ+ጋን
አስትዩ	አስት+ዩ
ዝናብ	ዝ+ናብ
ደማሚት	ደማሚ+ት
ዝሰርህ	ዝ+ሰርህ
ብተግባር	ብ+ተግባር
ከምዝትዕም	ከም+ዝትዕ+ም
ስልጡን	ስልጡ+ን
ብእምነቱ	ብ+እምነቱ
እንተይኮነስ	እንተ+ይኮነስ
ብኩነታት	ብ+ኩነ+ታት
ሰሜን	ሰሜ+ን
አሜሪካ	አሜሪ+ካ
ዝግበኦ	ዝ+ግበኦ
ዐሊዩ	ዐሊ+ዩ
ፀሎት	ፀሎ+ት
ዘየተኦማምን	ዘየተኦማም+ን
ቅድሚያ	ቅድሚ+ያ
ብርቂ	ብ+ርቂ
ዝኸበር	ዝ+ኸበር
ዝበለፀብርቅ	ዝ+በለፀብርቅ
ብህዑፅ	ብ+ህዑፅ
ናይማይን	ናይማይ+ን
በረድን	በረድ+ን
ብጥትሕብክቅል	ብ+ጥትሕብክቅል
ዕድሚኡ	ዕድሚ+ኡ
ዝቐደመ	ዝ+ቐደመ
ዝብለዓ	ዝ+ብለዓ
እንሰሳት	እ+ንሰ+ሳት
እናሃደነ	እ+ናሃደነ
ዝናበርሌሎች	ዝ+ናበርሌሎች
ወቀደም	ወቀደ+ም
ኣብቦትኡ	ኣብ+ቦት+ኡ
ዝተዓደለ	ዝ+ተዓደለ
ኹነታት	ኹነ+ታት
ተነቢዩ	ተነቢ+ዩ
ትንቢት	ት+ንቢ+ት
ዝረአ	ዝ+ረአ
ብዝበለፀ	ብ+ዝበለፀ
ፈትዩ	ፈት+ዩ
አድላዊነት	አድላዊ+ነት
ባእዳዊ	ባእ+ዳዊ
ጥንስቲ	ጥንስ+ቲ
ጊዜኡ	ጊዜ+ኡ
ዝተሓሰበሉ	ዝ+ተሓሰበሉ
መሠረተት	መሠረተ+ት
መሠረት	መሠረ+ት
ብሓሳብ	ብ+ሓሳብ
ንዩኒቨርስቲ	ን+ዩኒቨርስ+ቲ
ኣዳልዩ	ኣዳል+ዩ
ተዳልዩ	ተዳል+ዩ
ኹነት	ኹነ+ት
ትዕዛዝ	ት+ዕዛዝ
ከዚእዋን	ከዚእ+ዋን
ኣበት	ኣበ+ት
ኣብቅባ	ኣብ+ቅባ
ብፅቡቕ	ብ+ፅቡቕ
ብበአቦ	ብ+በአቦ
ወንበርነት	ወንበር+ነት
ፕሬዚዳንት	ፕሬዚዳን+ት
እናተዳፈአኣቲዩ	እ+ናተዳፈአኣቲ+ዩ
ተዳፊኡ	ተዳፊ+ኡ
ጋዜጠኛታየትማተሚያ	ጋዜጠኛታየትማተሚ+ያ
ጭንቀት	ጭንቀ+ት
ምድፍፋእብዛት	ምድፍፋእብ+ዛት
ዝበሃል	ዝ+በሃል
ዝተመስረተ	ዝ+ተመስረተ
ቅድም	ቅድ+ም
ንመምምሳል	ን+መምምሳል
ንጉራ	ን+ጉራ
ብደንቢ	ብ+ደንቢ
ተሟሊኡ	ተሟሊ+ኡ
ዝበዝሕ	ዝ+በዝሕ
መብዛህትኡ	መብዛህት+ኡ
ጥምም	ጥም+ም
ኣቕዲምካ	ኣቕዲም+ካ
ምክልካልመከለላከያ	ምክልካልመከለላከ+ያ
የፊተኛ	የፊተ+ኛ
ብምጭብርባእርያ	ብ+ምጭብርባእር+ያ
ዝህደን	ዝ+ህደ+ን
መስዋእቲ	መስዋእ+ቲ
እናሽታይ	እ+ናሽታይ
እሽኳት	እ+ሽ+ኳት
ትምኽህቲ	ት+ምኽህ+ቲ
ኩርዓት	ኩር+ዓት
ቅሽነት	ቅሽ+ነት
ይኸውን	ይ+ኸው+ን
ክኽውን	ክኽው+ን
ሓቅነት	ሓቅ+ነት
ካብኡ	ካብ+ኡ
ዝሰዓበ	ዝ+ሰዓበ
ትርፊሰልዲ	ት+ርፊሰልዲ
ዝንባለ	ዝ+ንባለ
ኣደንጉዩ	ኣደንጉ+ዩ
ብዙይ	ብ+ዙይ
ዝጠፍኣ	ዝ+ጠፍኣ
ዝቡሕ	ዝ+ቡሕ
ሃፊቲ	ሃፊ+ቲ
ዓለማዊ	ዓለ+ማዊ
ብሙያ	ብ+ሙያ
ዝሰልተነ	ዝ+ሰልተነ
(ፍሉይፍልተት	(ፍሉይፍልተ+ት
ብዝትይቕመ	ብ+ዝትይቕመ
ብቁፅ	ብ+ቁፅ
ሂይወት	ሂይወ+ት
ዘባኽን	ዘባኽ+ን
መጠን	መጠ+ን
ተወለድቲ	ተወለድ+ቲ
ኣስተያየት	ኣስተያየ+ት
ይመፅእ	ይ+መፅእ
ተንቢዩ	ተንቢ+ዩ
ንምምፃእ	ን+ምምፃእ
ትንቢትመምጣትን	ት+ንቢትመምጣት+ን
ምስጓም	ምስ+ጓም
እሓስብ	እ+ሓስብ
ንውሽጢ	ን+ውሽጢ
ዝበል	ዝ+በል
ዝሓድረር	ዝ+ሓድረር
እናተባዝሐ	እ+ናተባዝሐ
ዝኸይድ	ዝ+ኸይድ
መቕድም	መቕድ+ም
ወልፈኛ	ወልፈ+ኛ
ዝወሃቦ	ዝ+ወሃቦ
አደራጅዩ	አደራጅ+ዩ
ፅብየት	ፅብየ+ት
ሹመት	ሹመ+ት
ምስፋሕፋሕፅድገት	ምስ+ፋሕፋሕፅድገ+ት
ዝተጨበጠ	ዝ+ተጨበጠ
ስብከት	ስብከ+ት
ኣሰራችዩ	ኣሰራች+ዩ
ሽኽርክሪት	ሽኽርክሪ+ት
ትክኽለኛ	ት+ክኽለ+ኛ
ዳሕና	ዳሕ+ና
ዝተማለትእክክለኛ	ዝ+ተማለትእክክለ+ኛ
ርስቲ	ርስ+ቲ
ሃፍቲ	ሃፍ+ቲ
ትንቢታዎ	ት+ንቢታ+ዎ
ነብይነት	ነብይ+ነት
ንምክልኻል	ን+ምክልኻል
ዝሕግዝ	ዝ+ሕግዝ
ጉርብትና	ጉርብት+ና
ዝስማፅማፅ	ዝ+ስማፅማፅ
ምስካልእ	ምስ+ካልእ
ኣመጣጥና	ኣመጣጥ+ና
ስነስርት	ስነስር+ት
ምስጉን	ምስ+ጉን
ንህዝቢከይሽየጥ	ን+ህዝቢከይሽየጥ
ንባብ	ን+ባብ
ናብሕጊ	ናብ+ሕጊ
ምኽንዋን	ምኽን+ዋን
አደንጉዩ	አደንጉ+ዩ
ክብደጣት	ክብደ+ጣት
ኣጥኡ	ኣጥ+ኡ
ኣፃሩዩ	ኣፃሩ+ዩ
ጨኒዩ	ጨኒ+ዩ
ዝጨነወ	ዝ+ጨነወ
ግራኣእትዩ	ግራኣእት+ዩ
ኣስከሬን	ኣስከሬ+ን
ገይፂታት	ገይፂ+ታት
ብአርባዕተ	ብ+አርባዕተ
ዓቢዩ	ዓቢ+ዩ
ኣርባዕት	ኣርባዕ+ት
ዝስሕብ	ዝ+ስሕብ
በብቅዓት	በብቅ+ዓት
ብቑፅ	ብ+ቑፅ
ፀፀት	ፀፀ+ት
ንአሸቴ	ን+አሸቴ
ዝተሓብኣ	ዝ+ተሓብኣ
መጽሄትየሦስት	መጽሄትየሦስ+ት
ንግስት	ን+ግስ+ት
ዝገርም	ዝ+ገር+ም
ቀዊዩ	ቀዊ+ዩ
ዝህደድዕ	ዝ+ህደድዕ
መርኣያ	መርኣ+ያ
ብፍጹም	ብ+ፍጹ+ም
ፈተና	ፈተ+ና
ካብልክእ	ካብ+ልክእ
ጎይዩ	ጎይ+ዩ
ዘርኣዊ	ዘር+ኣዊ
ቀስተደመና	ቀስተደመ+ና
ዝበእሓ	ዝ+በእሓ
ወሰኽየሹመት	ወሰኽየሹመ+ት
ኣውፂአኡ	ኣውፂአ+ኡ
ሃውዩ	ሃው+ዩ
ናብቲ	ናብ+ቲ
ዝለዓለ	ዝ+ለዓለ
ፅልአት	ፅልአ+ት
ከምዝመዐሉ	ከም+ዝመዐሉ
ርህቐት	ርህቐ+ት
አባላት	አባ+ላት
ዝፈስስ	ዝ+ፈስስ
ዝመጣጠን	ዝ+መጣጠ+ን
ዝነፃፀር	ዝ+ነፃፀር
ኣጠጥፊኡ	ኣጠጥፊ+ኡ
ይንበብ	ይ+ንበብ
ተዘጋጂዩ	ተዘጋጂ+ዩ
ዝሸየጥ	ዝ+ሸየጥ
ዝውነት	ዝ+ውነ+ት
ነንድሕሪት	ነንድሕሪ+ት
ደጀን	ደጀ+ን
ኣረዲኡ	ኣረዲ+ኡ
ንዒቕዎ	ን+ዒቕ+ዎ
ቀሪዩበንቀት	ቀሪዩበንቀ+ት
ልጉም	ልጉ+ም
ምድሕሪት	ምድሕሪ+ት
ቀረባእዋን	ቀረባእ+ዋን
ማሃብን	ማሃብ+ን
ምቕባልን	ምቕባል+ን
ብሕቱ	ብ+ሕቱ
ዝተበላሽወ	ዝ+ተበላሽወ
ብዝርዝር	ብ+ዝርዝር
ኣውሪዩ	ኣውሪ+ዩ
ምድሓን	ምድ+ሓን
ንኽሳሲ	ን+ኽሳሲ
መሊስካ	መሊስ+ካ
ዝመሞቐ	ዝ+መሞቐ
ጨናዘለዎ	ጨናዘለ+ዎ
ዝጸረየ	ዝ+ጸረየ
ምግብን	ምግብ+ን
እምቢ	እ+ምቢ
አትኩርካ	አትኩር+ካ
ኣቕሒርዎ	ኣቕሒር+ዎ
ሰሓቕን	ሰሓቕ+ን
ጸዋታን	ጸዋ+ታን
ናብቁልፅነት	ናብ+ቁልፅ+ነት
እተተሓሓዘ	እ+ተተሓሓዘ
ምስካሊእ	ምስ+ካሊእ
እንክነጻጻርየተያያዘ	እ+ንክነጻጻርየተያያዘ
ብዘየቋተፅ	ብ+ዘየቋተፅ
ኣግባብነት	ኣግባብ+ነት
እሙን	እ+ሙን
እረፍቲ	እ+ረፍ+ቲ
ሃየረማኖት	ሃየረማኖ+ት
ሃይማታዊ	ሃይማ+ታዊ
አስተያየት	አስተያየ+ት
ዝተልኣኽ	ዝ+ተልኣኽ
ዝረከቦ	ዝ+ረከቦ
ምስፍሕፋሕ	ምስ+ፍሕፋሕ
ብድልየቱ	ብ+ድልየቱ
ኣካሪዩ	ኣካሪ+ዩ
ኣደራጂዩ	ኣደራጂ+ዩ
ናብዝነበሮ	ናብ+ዝነበሮ
ምድጋም	ምድጋ+ም
ዝፈልጦ	ዝ+ፈልጦ
ትኩእ	ት+ኩእ
ሰላምን	ሰላም+ን
ፀጥታን	ፀጥ+ታን
ፅረፍቲ	ፅረፍ+ቲ
ጭቆና	ጭቆ+ና
ብልቦም	ብ+ልቦ+ም
ዝሰሓቡ	ዝ+ሰሓቡ
እንስሳት	እ+ንስ+ሳት
ብህዝቢ	ብ+ህዝቢ
ዝተመረፀ	ዝ+ተመረፀ
ብኻሊእ	ብ+ኻሊእ
እናገደደ	እ+ናገደደ
ኣታዊ	ኣ+ታዊ
ዝግልበጥ	ዝ+ግልበጥ
ኣይቕበልኢሉ	ኣይ+ቕበልኢሉ
ሃንደታዊ	ሃንደ+ታዊ
አእንደገና	አእንደገ+ና
ንግግር	ን+ግግር
ቁርጥማት	ቁርጥ+ማት
ሃፍታም	ሃፍታ+ም
ኣትፊኡ	ኣትፊ+ኡ
ዘጥእመን	ዘጥእመ+ን
ዝሰማማፅ	ዝ+ሰማማፅ
እውነተኛ	እ+ውነተ+ኛ
ብዝግባእ	ብ+ዝግባእ
ትበቂ	ት+በቂ
ኩኩና	ኩኩ+ና
ብቃል	ብ+ቃል
ዝበስበስ	ዝ+በስበስ
ስምዓት	ስም+ዓት
ዓወት	ዓወ+ት
ዝተደጋገሙ	ዝ+ተደጋገሙ
ዑምቀት	ዑምቀ+ት
ናይፀፀት	ናይፀፀ+ት
ዝበልፅ	ዝ+በልፅ
ገዚኡ	ገዚ+ኡ
ኣብስልጣን	ኣብ+ስል+ጣን
ዝተጎላቐለ	ዝ+ተጎላቐለ
ዝሓመቐ	ዝ+ሓመቐ
ዝበዝሓሉ	ዝ+በዝሓሉ
ምምራት	ምም+ራት
ዝመረተ	ዝ+መረተ
ጭካን	ጭ+ካን
ምጭካን	ምጭ+ካን
ቀዳም	ቀዳ+ም
ሰንበት	ሰንበ+ት
ዝወሃብ	ዝ+ወሃብ
ኣብካሻ	ኣብ+ካሻ
መስዋእትነት	መስዋእት+ነት
ብጭካነ	ብ+ጭካነ
ምሕካም	ምሕካ+ም
ካዝና	ካዝ+ና
ይህለፍ	ይ+ህለፍ
ደሕንነት	ደሕን+ነት
እንካብ	እ+ንካብ
ብመርከብ	ብ+መርከብ
ቅድስቲ	ቅድስ+ቲ
እንቅፍታፍ	እ+ንቅፍታፍ
ዝበዝሖ	ዝ+በዝሖ
ንጥፅና	ን+ጥፅ+ና
ዝስማማፅ	ዝ+ስማማፅ
ንጥዒና	ን+ጥዒ+ና
ቅብኣት	ቅብ+ኣት
ዝተፈለጠ	ዝ+ተፈለጠ
ሕሙማትን	ሕሙማት+ን
ድኹማትን	ድኹማት+ን
ቅድስና	ቅድስ+ና
ዳሓን	ዳ+ሓን
ዘይም	ዘይ+ም
ጢዒና	ጢዒ+ና
ኣታክልቲ	ኣታክል+ቲ
ፈሳሲእጽዋት	ፈሳሲእጽ+ዋት
ረዊዩ	ረዊ+ዩ
ናይለን	ናይለ+ን
ዝስራህ	ዝ+ስራህ
ደዳሓን	ደዳ+ሓን
መጣፅምቲ	መጣፅም+ቲ
